order_id	quantity	item_name	choice_description	item_price	date
343	1	Barbacoa Crispy Tacos	[Roasted Chili Corn Salsa, [Fajita Vegetables, Black Beans, Cheese]]	$9.25 	2025-04-01
343	1	Chicken Crispy Tacos	[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]	$8.75 	2025-04-01
343	1	Veggie Bowl	[Roasted Chili Corn Salsa, [Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 	2025-04-01
343	1	Veggie Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 	2025-04-01
343	1	Carnitas Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]	$9.25 	2025-04-01
344	1	Chicken Burrito	[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Sour Cream]]	$8.49 	2025-10-28
344	1	Carnitas Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Fajita Veggies, Sour Cream]]	$8.99 	2025-10-28
344	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Sour Cream]]	$8.49 	2025-10-28
345	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-03-14
345	1	Chips and Tomatillo Red Chili Salsa		$2.95 	2025-03-14
345	1	Chips and Guacamole		$4.45 	2025-03-14
346	1	Barbacoa Bowl	[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]	$9.25 	2025-06-18
346	1	Chips and Roasted Chili Corn Salsa		$2.95 	2025-06-18
346	1	Steak Bowl	[Tomatillo Green Chili Salsa]	$9.25 	2025-06-18
346	1	Veggie Bowl	[Roasted Chili Corn Salsa, Fajita Vegetables]	$8.75 	2025-06-18
347	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Guacamole]]	$11.25 	2025-07-26
347	1	Chips and Guacamole		$4.45 	2025-07-26
348	2	Veggie Bowl	[Fresh Tomato Salsa (Mild), [Rice, Sour Cream, Cheese, Pinto Beans]]	$16.98 	2025-10-01
349	1	Veggie Burrito	[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese]]	$8.49 	2025-03-27
349	1	Chips and Fresh Tomato Salsa		$2.39 	2025-03-27
350	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 	2025-12-28
350	3	Canned Soft Drink	[Sprite]	$3.75 	2025-12-28
351	1	Carnitas Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Lettuce]]	$9.25 	2025-07-12
351	1	Chips and Guacamole		$4.45 	2025-07-12
352	1	Barbacoa Burrito	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese]]	$9.25 	2025-01-26
352	1	Barbacoa Burrito	[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese]]	$9.25 	2025-01-26
352	1	Chips and Guacamole		$4.45 	2025-01-26
353	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]	$8.75 	2025-12-01
353	1	Barbacoa Soft Tacos	[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]	$9.25 	2025-12-01
354	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]	$8.75 	2025-04-21
354	1	Barbacoa Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]	$9.25 	2025-04-21
355	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce]]	$9.25 	2025-01-26
355	1	Steak Burrito	[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese]]	$9.25 	2025-01-26
356	1	Steak Burrito	[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Sour Cream, Guacamole, Lettuce]]	$11.48 	2025-08-11
356	1	Steak Burrito	[Roasted Chili Corn Salsa (Medium), [Rice, Sour Cream, Lettuce]]	$8.99 	2025-08-11
357	2	Chicken Salad Bowl	[Fresh Tomato Salsa, [Black Beans, Cheese, Guacamole]]	$22.50 	2025-12-20
358	1	Carnitas Burrito	[Roasted Chili Corn Salsa, [Cheese, Rice, Guacamole]]	$11.75 	2025-07-28
358	1	Chicken Crispy Tacos	[Roasted Chili Corn Salsa, [Rice, Cheese, Guacamole]]	$11.25 	2025-07-28
358	1	Canned Soft Drink	[Coke]	$1.25 	2025-07-28
359	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]]	$8.75 	2025-07-14
359	1	Chips		$2.15 	2025-07-14
359	1	Canned Soft Drink	[Diet Coke]	$1.25 	2025-07-14
360	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Rice, Sour Cream, Cheese, Guacamole]]	$11.25 	2025-07-13
360	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]	$8.75 	2025-07-13
360	1	Canned Soft Drink	[Sprite]	$1.25 	2025-07-13
361	1	Veggie Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Guacamole]]	$11.25 	2025-11-03
361	1	Bottled Water		$1.50 	2025-11-03
362	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 	2025-02-22
362	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Pinto Beans, Sour Cream, Guacamole]]	$11.25 	2025-02-22
363	1	Barbacoa Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]]	$9.25 	2025-12-09
363	1	6 Pack Soft Drink	[Coke]	$6.49 	2025-12-09
363	2	Chips and Guacamole		$8.90 	2025-12-09
364	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-12-20
364	1	Chips and Guacamole		$4.45 	2025-12-20
365	1	Chicken Soft Tacos	[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]	$11.25 	2025-10-10
365	1	Canned Soft Drink	[Diet Coke]	$1.25 	2025-10-10
366	2	Chicken Crispy Tacos	[Tomatillo Red Chili Salsa]	$17.50 	2025-01-18
366	1	Steak Burrito	[Tomatillo Red Chili Salsa]	$9.25 	2025-01-18
367	1	Veggie Bowl	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-10-14
367	1	Barbacoa Burrito	[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 	2025-10-14
367	2	Bottled Water		$3.00 	2025-10-14
368	1	Chicken Bowl	[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.49 	2025-10-29
368	1	Veggie Burrito	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.49 	2025-10-29
369	1	Chicken Bowl	[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Sour Cream, Guacamole]]	$10.98 	2025-03-01
369	1	Steak Salad	[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]	$8.99 	2025-03-01
369	1	Chips and Guacamole		$3.99 	2025-03-01
370	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-08-30
370	1	Chips and Guacamole		$4.45 	2025-08-30
371	1	Steak Burrito	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Sour Cream]]	$8.99 	2025-06-14
371	1	Side of Chips		$1.69 	2025-06-14
372	1	Steak Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 	2025-11-27
372	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]	$8.75 	2025-11-27
373	1	Veggie Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 	2025-03-15
373	1	Chips and Guacamole		$4.45 	2025-03-15
374	1	Barbacoa Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]	$11.75 	2025-04-01
374	1	Canned Soft Drink	[Coke]	$1.25 	2025-04-01
375	1	Steak Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole]]	$11.75 	2025-08-16
375	1	Chips and Roasted Chili Corn Salsa		$2.95 	2025-08-16
376	1	Steak Burrito	[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.99 	2025-04-26
376	1	Steak Burrito	[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.99 	2025-04-26
376	2	Canned Soda	[Mountain Dew]	$2.18 	2025-04-26
377	2	Steak Bowl	[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese]]	$17.98 	2025-03-04
377	1	Steak Burrito	[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese]]	$8.99 	2025-03-04
378	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.49 	2025-01-08
378	1	Side of Chips		$1.69 	2025-01-08
379	1	Steak Burrito	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 	2026-01-21
379	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 	2026-01-21
379	1	Chips and Tomatillo Green Chili Salsa		$2.95 	2026-01-21
379	3	Canned Soft Drink	[Lemonade]	$3.75 	2026-01-21
379	1	Steak Crispy Tacos	[Roasted Chili Corn Salsa, [Cheese, Sour Cream, Lettuce]]	$9.25 	2026-01-21
380	1	Barbacoa Bowl	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 	2026-01-02
380	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 	2026-01-02
380	1	Chips		$2.15 	2026-01-02
380	1	Bottled Water		$1.50 	2026-01-02
381	1	Chicken Soft Tacos	[Tomatillo-Red Chili Salsa (Hot), Cheese]	$8.49 	2025-02-01
381	1	Chicken Soft Tacos	[Tomatillo-Red Chili Salsa (Hot), Cheese]	$8.49 	2025-02-01
381	1	Nantucket Nectar	[Pomegranate Cherry]	$3.39 	2025-02-01
382	1	Steak Bowl	[Fresh Tomato (Mild), [Lettuce, Black Beans, Rice, Cheese]]	$8.69 	2025-04-16
382	1	Chips and Guacamole		$3.89 	2025-04-16
383	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-12-13
383	1	Chips and Guacamole		$4.45 	2025-12-13
384	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]	$8.75 	2025-09-26
384	1	Veggie Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Guacamole, Lettuce]]	$11.25 	2025-09-26
384	1	Chips		$2.15 	2025-09-26
384	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-09-26
385	1	Chicken Bowl	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.49 	2025-09-19
385	1	Side of Chips		$1.69 	2025-09-19
386	1	Veggie Bowl	[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese]]	$8.49 	2025-08-10
386	1	Chicken Bowl	[Tomatillo-Red Chili Salsa (Hot), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.49 	2025-08-10
387	1	Canned Soft Drink	[Lemonade]	$1.25 	2025-09-07
387	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce]]	$8.75 	2025-09-07
387	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce, Guacamole]]	$11.75 	2025-09-07
387	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Lettuce, Guacamole]]	$11.75 	2025-09-07
388	1	Steak Burrito	[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Sour Cream]]	$8.99 	2025-06-24
388	1	Bottled Water		$1.09 	2025-06-24
389	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream]]	$8.75 	2025-05-15
389	1	Chips and Guacamole		$4.45 	2025-05-15
389	1	Chicken Crispy Tacos	[Fresh Tomato Salsa, Lettuce]	$8.75 	2025-05-15
389	1	Chips and Fresh Tomato Salsa		$2.95 	2025-05-15
389	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]	$8.75 	2025-05-15
389	1	Chips		$2.15 	2025-05-15
390	1	Chips and Guacamole		$3.99 	2025-05-25
390	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]	$8.49 	2025-05-25
391	1	Steak Bowl	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.99 	2025-08-11
391	1	Chips and Guacamole		$3.99 	2025-08-11
392	1	Chicken Burrito	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese]]	$8.49 	2025-11-12
392	1	Side of Chips		$1.69 	2025-11-12
392	1	Canned Soda	[Coca Cola]	$1.09 	2025-11-12
393	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.99 	2025-11-17
393	1	Canned Soda	[Sprite]	$1.09 	2025-11-17
394	1	Carnitas Burrito	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]	$9.25 	2025-09-28
394	1	Veggie Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Lettuce]]	$8.75 	2025-09-28
395	1	Steak Soft Tacos	[Tomatillo-Red Chili Salsa (Hot), [Cheese, Sour Cream, Lettuce]]	$8.99 	2026-01-08
395	1	Chips and Fresh Tomato Salsa		$2.39 	2026-01-08
396	1	Canned Soft Drink	[Diet Coke]	$1.25 	2025-04-22
396	1	Canned Soft Drink	[Coke]	$1.25 	2025-04-22
396	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Sour Cream, Cheese, Guacamole]]	$11.25 	2025-04-22
396	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole]]	$11.25 	2025-04-22
397	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]	$9.25 	2025-04-27
397	1	Steak Soft Tacos	[Fresh Tomato Salsa, [Cheese, Sour Cream]]	$9.25 	2025-04-27
398	1	Chicken Soft Tacos	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]	$11.25 	2025-02-13
398	1	Bottled Water		$1.50 	2025-02-13
399	1	Chips and Guacamole		$3.99 	2025-08-10
399	1	Veggie Burrito	[Fresh Tomato Salsa (Mild), [Rice, Pinto Beans, Cheese, Sour Cream]]	$8.49 	2025-08-10
400	1	Veggie Burrito	[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole]]	$11.25 	2025-09-21
400	1	Carnitas Burrito	[Tomatillo Red Chili Salsa]	$9.25 	2025-09-21
400	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]	$11.25 	2025-09-21
401	2	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]	$17.50 	2025-04-17
402	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]	$8.75 	2025-04-26
402	2	Chips and Guacamole		$8.90 	2025-04-26
402	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-04-26
402	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-04-26
403	1	Barbacoa Burrito	[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream]]	$8.99 	2025-10-06
403	1	Chips and Tomatillo-Green Chili Salsa		$2.39 	2025-10-06
404	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]	$11.25 	2025-09-15
404	1	Carnitas Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$9.25 	2025-09-15
404	1	Chips		$2.15 	2025-09-15
405	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Pinto Beans, Cheese, Guacamole]]	$11.25 	2025-03-12
405	1	Canned Soft Drink	[Diet Coke]	$1.25 	2025-03-12
406	1	Barbacoa Soft Tacos	[Tomatillo Red Chili Salsa, [Black Beans, Cheese, Sour Cream, Guacamole]]	$11.75 	2025-04-26
406	1	Canned Soft Drink	[Diet Coke]	$1.25 	2025-04-26
407	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Rice, Sour Cream, Cheese, Guacamole]]	$11.25 	2025-07-20
407	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Sour Cream, Cheese, Guacamole]]	$11.75 	2025-07-20
408	1	Canned Soft Drink	[Coke]	$1.25 	2026-01-03
408	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Sour Cream, Cheese, Guacamole]]	$11.25 	2026-01-03
408	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole]]	$11.25 	2026-01-03
409	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]	$8.49 	2025-05-01
409	1	Chicken Bowl	[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Sour Cream, Guacamole]]	$10.98 	2025-05-01
410	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Rice, Black Beans]]	$8.75 	2025-05-07
410	1	Canned Soft Drink	[Diet Coke]	$1.25 	2025-05-07
410	1	Chicken Soft Tacos	[Roasted Chili Corn Salsa, [Black Beans, Lettuce]]	$8.75 	2025-05-07
411	1	Chicken Bowl	[Roasted Chili Corn Salsa (Medium), [Rice, Cheese]]	$8.49 	2025-09-25
411	1	Chicken Bowl	[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.49 	2025-09-25
412	1	Bottled Water		$1.50 	2025-10-04
412	1	Bottled Water		$1.50 	2025-10-04
412	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce]]	$8.75 	2025-10-04
412	1	Chips and Guacamole		$4.45 	2025-10-04
413	1	Chicken Crispy Tacos	[Fresh Tomato Salsa, [Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 	2025-07-26
413	1	Canned Soft Drink	[Coke]	$1.25 	2025-07-26
413	1	Carnitas Crispy Tacos	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.75 	2025-07-26
414	1	Chicken Burrito	[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]	$8.49 	2025-09-29
414	1	Chips and Tomatillo-Green Chili Salsa		$2.39 	2025-09-29
415	1	Steak Bowl	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$9.25 	2026-01-03
415	1	Chips and Guacamole		$4.45 	2026-01-03
416	1	Steak Burrito	[Tomatillo Red Chili Salsa]	$9.25 	2025-04-20
416	1	Chicken Bowl	[Fresh Tomato Salsa]	$8.75 	2025-04-20
417	1	Steak Burrito	[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream]]	$8.99 	2025-03-18
417	1	Side of Chips		$1.69 	2025-03-18
418	2	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Black Beans]]	$17.50 	2025-07-13
419	1	Chips and Tomatillo-Green Chili Salsa		$2.39 	2025-06-02
419	1	Barbacoa Crispy Tacos	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Cheese, Sour Cream, Lettuce]]	$8.99 	2025-06-02
419	1	Steak Crispy Tacos	[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Cheese, Sour Cream, Lettuce]]	$8.99 	2025-06-02
420	1	Chicken Burrito	[Fresh Tomato Salsa, [Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce]]	$11.25 	2025-11-22
420	1	Chips and Guacamole		$4.45 	2025-11-22
421	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-04-06
421	1	Chips and Guacamole		$4.45 	2025-04-06
422	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]	$9.25 	2025-01-10
422	1	6 Pack Soft Drink	[Sprite]	$6.49 	2025-01-10
423	1	Chicken Crispy Tacos	[Fresh Tomato Salsa (Mild), [Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]	$10.98 	2026-01-30
423	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]	$8.49 	2026-01-30
424	1	Chicken Burrito	[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese]]	$8.49 	2025-03-05
424	1	Canned Soda	[Diet Dr. Pepper]	$1.09 	2025-03-05
424	1	Side of Chips		$1.69 	2025-03-05
425	1	Barbacoa Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]]	$9.25 	2025-04-14
425	1	Chips and Guacamole		$4.45 	2025-04-14
426	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-06-06
426	1	Canned Soft Drink	[Coke]	$1.25 	2025-06-06
426	1	Chips and Fresh Tomato Salsa		$2.95 	2025-06-06
427	1	Chips and Guacamole		$3.99 	2025-10-11
427	1	Veggie Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Sour Cream, Cheese]]	$8.49 	2025-10-11
428	1	Steak Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Lettuce, Guacamole]]	$11.75 	2025-10-23
428	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Guacamole]]	$11.75 	2025-10-23
428	1	Chips		$2.15 	2025-10-23
429	1	Steak Bowl	[Roasted Chili Corn Salsa (Medium), [Pinto Beans, Rice, Guacamole]]	$11.48 	2025-02-15
430	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]	$8.75 	2026-01-30
430	1	Chips		$2.15 	2026-01-30
430	1	Canned Soft Drink	[Diet Coke]	$1.25 	2026-01-30
431	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 	2025-12-31
431	1	Chips		$2.15 	2025-12-31
431	1	Canned Soft Drink	[Sprite]	$1.25 	2025-12-31
432	1	Chicken Burrito	[Fresh Tomato Salsa, Rice]	$8.75 	2025-10-10
432	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Cheese]]	$8.75 	2025-10-10
432	1	6 Pack Soft Drink	[Coke]	$6.49 	2025-10-10
433	1	Side of Chips		$1.69 	2025-08-13
433	1	Steak Bowl	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.99 	2025-08-13
434	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Lettuce]]	$8.75 	2025-05-24
434	1	Barbacoa Burrito	[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Guacamole]]	$11.75 	2025-05-24
435	1	Chicken Burrito	[[Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]	$10.98 	2025-02-20
435	1	Canned Soda	[Mountain Dew]	$1.09 	2025-02-20
436	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]	$8.49 	2025-04-12
436	1	Izze	[Clementine]	$3.39 	2025-04-12
437	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]	$8.75 	2025-07-10
437	1	Chips		$2.15 	2025-07-10
437	1	Canned Soft Drink	[Diet Coke]	$1.25 	2025-07-10
438	1	Carnitas Burrito	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]	$11.48 	2025-05-21
438	1	Chicken Burrito	[Tomatillo-Green Chili Salsa (Medium), [Pinto Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$10.98 	2025-05-21
439	1	Chicken Salad	[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$10.98 	2025-03-20
439	1	Chicken Bowl	[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.49 	2025-03-20
440	1	Chips and Roasted Chili Corn Salsa		$2.95 	2025-12-19
440	1	Barbacoa Bowl	[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]	$9.25 	2025-12-19
440	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]	$9.25 	2025-12-19
441	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 	2025-10-05
441	1	Chips and Guacamole		$4.45 	2025-10-05
442	1	Steak Burrito	[[Roasted Chili Corn Salsa (Medium), Tomatillo-Green Chili Salsa (Medium)], [Rice, Black Beans, Sour Cream, Guacamole]]	$11.48 	2026-01-22
443	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 	2025-08-13
443	1	Veggie Burrito	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-08-13
443	1	Chips and Guacamole		$4.45 	2025-08-13
444	1	Side of Chips		$1.69 	2025-02-14
